purchase_count,car_make,car_model,car_price,car_year,car_type,car_color,number_of_doors,car_condition,fuel_type,transmission_type
36,Audi,A6,28973,2024,Sedan,Gray,3,Used,Electric,Automatic
47,BMW,Ix1,32798,2024,Combie,Black,3,New,Diesel,Manual
10,BMW,Ix1,36982,2024,Hatchback,Silver,3,Used,Diesel,Manual
13,Audi,Q3,20121,2024,Coupe,Red,5,Used,Electric,Manual
27,BMW,1 Series,53941,2024,Combie,Red,5,Used,Gasoline,Manual
10,Mercedes-Benz,A-Class,15572,2024,Sedan,Gray,3,Used,Hybrid,Automatic
18,Mercedes-Benz,Vito,47314,2024,SUV,Gray,5,New,Diesel,Manual
8,BMW,7 series,15040,2024,Combie,Silver,5,Used,Gasoline,Manual
20,BMW,1 Series,53393,2024,Sedan,Gray,3,New,Hybrid,Automatic
31,BMW,3 Series,27034,2024,Combie,Red,3,Used,Gasoline,Manual
20,Mercedes-Benz,C-Class,22334,2024,Sedan,Gray,5,New,Electric,Automatic
24,BMW,X3,32247,2024,SUV,White,3,New,Hybrid,Automatic
3,BMW,X5,19938,2024,Truck,Black,3,New,Electric,Manual
30,Mercedes-Benz,Vito,36716,2024,Sedan,Gray,5,New,Gasoline,Manual
35,BMW,X3,49867,2024,SUV,Silver,3,Used,Diesel,Automatic
20,BMW,3 Series,50633,2024,Sedan,Red,3,Used,Gasoline,Automatic
12,BMW,5 series,31612,2024,Hatchback,Silver,3,New,Electric,Automatic
16,Audi,A7,26415,2024,Sedan,Red,3,Used,Gasoline,Manual
21,Mercedes-Benz,R-Class,45374,2024,Truck,White,5,Used,Gasoline,Manual
18,Mercedes-Benz,E-Class,47959,2024,Combie,Red,3,Used,Diesel,Manual
12,BMW,X5,17102,2024,Sedan,Black,5,Used,Electric,Manual
17,BMW,X5,27795,2024,Sedan,Gray,3,Used,Gasoline,Manual
15,BMW,3 Series,35794,2024,Coupe,Silver,3,Used,Gasoline,Manual
18,Mercedes-Benz,G-Class,15333,2024,SUV,Black,5,New,Gasoline,Automatic
43,Audi,A1,18651,2024,Sedan,Red,5,Used,Hybrid,Manual
50,BMW,3 Series,36659,2024,Hatchback,Gray,5,New,Diesel,Manual
33,Mercedes-Benz,A-Class,45051,2024,Coupe,Silver,5,New,Gasoline,Automatic
24,Mercedes-Benz,S-Class,30462,2024,Truck,Black,3,Used,Gasoline,Automatic
43,Mercedes-Benz,S-Class,49836,2024,SUV,Silver,3,Used,Diesel,Manual
14,Audi,A4,59622,2024,Sedan,Gray,5,Used,Diesel,Manual
38,BMW,X1,43989,2024,Sedan,Silver,5,New,Gasoline,Manual
10,BMW,6 series,44718,2024,Combie,Gray,3,Used,Gasoline,Automatic
6,Mercedes-Benz,C-Class,42367,2024,Combie,Black,5,New,Gasoline,Manual
22,Mercedes-Benz,R-Class,50157,2024,Combie,Silver,5,New,Gasoline,Manual
46,Audi,Q7,17928,2024,Hatchback,Gray,5,Used,Diesel,Manual
6,BMW,3 Series,48275,2024,Combie,Blue,3,Used,Gasoline,Automatic
45,Audi,A6,43275,2024,Sedan,Black,3,New,Gasoline,Automatic
34,Audi,A1,22800,2024,Truck,Black,3,Used,Diesel,Automatic
39,Audi,Q3,43456,2024,Combie,Gray,3,Used,Gasoline,Automatic
45,Audi,Q7,34614,2024,Combie,Black,3,New,Electric,Manual
15,BMW,6 series,17711,2024,Combie,Silver,3,Used,Gasoline,Manual
22,BMW,6 series,36168,2024,Truck,Gray,3,New,Gasoline,Manual
5,BMW,3 Series,38679,2024,SUV,Red,5,New,Gasoline,Automatic
3,Audi,A1,27284,2024,SUV,Blue,5,Used,Gasoline,Automatic
35,Mercedes-Benz,E-Class,47557,2024,Hatchback,Silver,5,Used,Gasoline,Manual
45,BMW,X3,33622,2024,Sedan,Gray,3,New,Gasoline,Automatic
11,BMW,3 Series,31656,2024,Sedan,Silver,3,New,Gasoline,Automatic
10,Audi,A1,23879,2024,Sedan,Black,5,Used,Diesel,Automatic
29,Audi,A4,26172,2024,Sedan,Gray,3,New,Gasoline,Automatic
29,Mercedes-Benz,Vito,15129,2024,Hatchback,White,5,New,Gasoline,Manual
20,BMW,3 Series,43618,2024,Truck,Gray,3,Used,Diesel,Manual
22,Mercedes-Benz,Vito,49427,2024,SUV,Silver,5,New,Gasoline,Manual
12,BMW,1 Series,41294,2024,Coupe,Red,3,Used,Gasoline,Automatic
50,BMW,X1,47371,2024,Sedan,Red,3,New,Diesel,Automatic
45,Audi,A1,16284,2024,Coupe,Silver,5,Used,Gasoline,Automatic
8,BMW,X1,37563,2024,Truck,Gray,3,Used,Gasoline,Automatic
38,Mercedes-Benz,B-Class,19521,2024,Sedan,Silver,3,New,Diesel,Automatic
46,BMW,X1,41305,2024,Coupe,White,3,New,Gasoline,Manual
41,Audi,A5,29023,2024,Truck,White,3,New,Gasoline,Manual
43,BMW,X3,32418,2024,SUV,Silver,3,Used,Diesel,Automatic
50,Audi,Q3,39854,2024,Sedan,Red,5,New,Diesel,Automatic
34,Audi,Q7,17281,2024,Sedan,Silver,3,New,Gasoline,Manual
42,BMW,X3,29662,2024,SUV,Blue,5,New,Diesel,Manual
50,Mercedes-Benz,S-Class,28352,2024,Truck,Gray,3,Used,Gasoline,Automatic
36,Mercedes-Benz,B-Class,59900,2024,Hatchback,Black,3,New,Diesel,Automatic
30,BMW,6 series,58937,2024,Coupe,Silver,5,Used,Gasoline,Manual
45,Audi,A4,19728,2024,Hatchback,Blue,3,Used,Gasoline,Automatic
34,Mercedes-Benz,E-Class,29079,2024,Hatchback,Silver,3,New,Diesel,Manual
49,BMW,Ix1,43053,2024,Sedan,Silver,3,New,Electric,Automatic
22,Mercedes-Benz,C-Class,58230,2024,Sedan,Blue,3,Used,Gasoline,Automatic
5,Audi,Q5,16054,2024,Hatchback,Blue,5,Used,Diesel,Automatic
22,Mercedes-Benz,CLA,18663,2024,Truck,White,3,New,Diesel,Manual
34,Audi,A6,39864,2024,Hatchback,Blue,3,Used,Gasoline,Manual
7,BMW,5 series,15256,2024,Combie,Gray,3,New,Gasoline,Manual
13,Audi,Q5,26460,2024,Coupe,Silver,5,New,Diesel,Manual
33,Mercedes-Benz,R-Class,44107,2024,Hatchback,Red,3,New,Diesel,Automatic
42,Mercedes-Benz,E-Class,51219,2024,Combie,Red,5,Used,Diesel,Manual
36,Audi,Q7,58635,2024,SUV,Black,3,Used,Electric,Automatic
29,Audi,A4,40167,2024,Hatchback,White,3,New,Diesel,Automatic
24,Audi,A4,16975,2024,Sedan,Red,5,Used,Gasoline,Manual
45,Audi,A8,26104,2024,Hatchback,Gray,5,Used,Diesel,Automatic
44,Audi,A8,57738,2024,Truck,Blue,5,Used,Diesel,Manual
40,BMW,X1,19870,2024,SUV,Red,3,Used,Diesel,Manual
17,Audi,Q3,56861,2024,Hatchback,Blue,3,Used,Diesel,Automatic
12,Mercedes-Benz,CLA,16481,2024,SUV,Gray,3,New,Hybrid,Automatic
5,BMW,Ix1,55267,2024,SUV,Silver,5,New,Electric,Manual
30,Mercedes-Benz,B-Class,16724,2024,Combie,Gray,5,New,Gasoline,Automatic
39,Audi,A4,51431,2024,Sedan,Silver,3,Used,Gasoline,Manual
17,BMW,3 Series,15884,2024,Sedan,Red,5,Used,Diesel,Automatic
5,Audi,A3,29118,2024,SUV,White,3,Used,Diesel,Automatic
26,BMW,X6,17488,2024,Sedan,Black,5,Used,Gasoline,Manual
36,Mercedes-Benz,CLA,34069,2024,Coupe,Blue,3,New,Gasoline,Manual
22,BMW,X5,54085,2024,Sedan,White,3,New,Diesel,Manual
48,Mercedes-Benz,R-Class,32595,2024,Coupe,Gray,3,New,Diesel,Manual
23,Audi,Q7,57809,2024,SUV,Black,3,Used,Hybrid,Manual
34,Mercedes-Benz,G-Class,23339,2024,Hatchback,Black,5,Used,Gasoline,Manual
8,BMW,X1,44293,2024,Truck,White,3,Used,Electric,Automatic
20,BMW,X5,46106,2024,Hatchback,Black,5,Used,Gasoline,Automatic
40,Audi,A3,46345,2024,Sedan,Silver,5,Used,Diesel,Automatic
15,BMW,Ix1,36230,2024,Combie,Black,5,Used,Hybrid,Manual
11,Audi,A8,35311,2024,Truck,Silver,5,New,Gasoline,Manual
11,BMW,X6,28638,2024,Combie,Red,5,New,Gasoline,Automatic
23,Audi,A3,34459,2024,Combie,White,5,New,Electric,Automatic
35,Mercedes-Benz,E-Class,48592,2024,Truck,Gray,5,Used,Gasoline,Manual
26,Audi,A4,54264,2024,Hatchback,Black,3,New,Diesel,Automatic
20,BMW,5 series,30850,2024,Truck,Gray,3,Used,Electric,Manual
10,Audi,A5,52230,2024,Coupe,White,3,New,Gasoline,Automatic
49,Audi,A7,30286,2024,Truck,Blue,3,New,Diesel,Automatic
33,BMW,Ix1,47098,2024,Hatchback,Gray,5,Used,Gasoline,Manual
17,BMW,Ix1,22780,2024,Hatchback,Blue,3,New,Electric,Automatic
39,BMW,3 Series,58162,2024,Sedan,Silver,3,Used,Gasoline,Manual
20,BMW,3 Series,26336,2024,Combie,Silver,5,New,Electric,Manual
22,Mercedes-Benz,C-Class,22920,2024,Combie,Silver,3,New,Gasoline,Manual
48,Mercedes-Benz,C-Class,40469,2024,Truck,Red,3,New,Diesel,Automatic
50,Mercedes-Benz,GLC,27274,2024,SUV,White,5,Used,Diesel,Manual
25,BMW,X6,49043,2024,SUV,Gray,5,Used,Diesel,Automatic
3,Audi,A8,58878,2024,Sedan,Blue,3,New,Gasoline,Automatic
48,BMW,7 series,43496,2024,Truck,Red,5,Used,Diesel,Manual
5,Mercedes-Benz,S-Class,29028,2024,SUV,Red,3,New,Electric,Automatic
24,Mercedes-Benz,R-Class,39160,2024,Coupe,Silver,3,New,Gasoline,Automatic
42,Mercedes-Benz,B-Class,49696,2024,Hatchback,Red,3,New,Gasoline,Manual
47,BMW,5 series,27362,2024,SUV,Silver,5,Used,Gasoline,Automatic
19,Audi,A7,51907,2024,Combie,Blue,3,New,Gasoline,Manual
21,Mercedes-Benz,CLA,36719,2024,Sedan,Gray,3,Used,Electric,Manual
36,Mercedes-Benz,E-Class,54837,2024,SUV,Gray,5,Used,Gasoline,Manual
16,Mercedes-Benz,S-Class,42414,2024,SUV,Silver,5,New,Diesel,Manual
50,BMW,X1,58996,2024,Combie,White,5,Used,Gasoline,Automatic
28,BMW,X3,57035,2024,Hatchback,White,3,New,Gasoline,Manual
10,Mercedes-Benz,GLC,17964,2024,Combie,Black,3,Used,Electric,Automatic
34,BMW,7 series,49094,2024,Coupe,White,5,New,Gasoline,Automatic
1,Mercedes-Benz,R-Class,35451,2024,Sedan,Red,5,Used,Diesel,Automatic
7,Audi,A8,28154,2024,Truck,Gray,5,New,Gasoline,Manual
32,BMW,Ix1,51017,2024,Hatchback,Gray,5,Used,Gasoline,Manual
41,Mercedes-Benz,GLC,58113,2024,Hatchback,Black,5,Used,Gasoline,Automatic
46,BMW,5 series,40359,2024,SUV,Gray,5,New,Gasoline,Automatic
10,Mercedes-Benz,GLC,24497,2024,Sedan,White,5,New,Gasoline,Automatic
3,BMW,5 series,41845,2024,Truck,Red,3,New,Gasoline,Manual
40,Mercedes-Benz,C-Class,59706,2024,Truck,Black,5,New,Gasoline,Manual
42,BMW,1 Series,37863,2024,Coupe,Silver,5,Used,Diesel,Automatic
37,Mercedes-Benz,C-Class,45604,2024,Combie,Gray,3,Used,Gasoline,Manual
36,Audi,A8,39384,2024,Coupe,Blue,3,Used,Gasoline,Automatic
47,Audi,Q7,57230,2024,Sedan,Blue,5,Used,Diesel,Automatic
33,Audi,Q7,36424,2024,Truck,Red,3,New,Gasoline,Automatic
42,BMW,3 Series,19039,2024,SUV,Gray,5,New,Gasoline,Automatic
4,Audi,Q7,53303,2024,Coupe,Blue,3,New,Diesel,Manual
22,Audi,A5,45537,2024,Combie,Black,3,Used,Gasoline,Automatic
18,Audi,A8,58645,2024,Sedan,White,5,New,Gasoline,Automatic
35,Mercedes-Benz,B-Class,57584,2024,Hatchback,Silver,5,New,Gasoline,Automatic
27,Audi,Q5,40196,2024,Truck,White,5,Used,Diesel,Automatic
19,Mercedes-Benz,S-Class,41227,2024,Sedan,Gray,5,Used,Diesel,Manual
30,Audi,Q3,29797,2024,Sedan,Black,3,New,Diesel,Manual
31,Audi,A4,39143,2024,Coupe,White,3,Used,Diesel,Manual
29,BMW,X6,53139,2024,Sedan,Blue,3,New,Gasoline,Automatic
36,Mercedes-Benz,A-Class,19852,2024,Hatchback,Gray,3,Used,Gasoline,Automatic
23,Audi,A1,48232,2024,Hatchback,Gray,5,Used,Diesel,Automatic
20,Audi,A8,24749,2024,Sedan,Silver,5,New,Diesel,Manual
39,Audi,A8,17716,2024,Combie,Gray,5,New,Gasoline,Manual
10,Audi,A5,41188,2024,Sedan,Blue,5,New,Electric,Automatic
20,Mercedes-Benz,C-Class,26450,2024,Coupe,Blue,5,Used,Gasoline,Automatic
9,Audi,A4,33664,2024,SUV,Red,3,New,Gasoline,Automatic
9,Audi,Q3,59303,2024,Combie,Blue,3,Used,Diesel,Manual
33,Mercedes-Benz,C-Class,37595,2024,SUV,White,3,Used,Gasoline,Automatic
44,BMW,X5,16560,2024,SUV,Gray,5,New,Gasoline,Manual
39,BMW,3 Series,45055,2024,SUV,Silver,3,New,Diesel,Manual
7,Audi,A5,31606,2024,Combie,White,3,New,Gasoline,Manual
1,BMW,6 series,40413,2024,Coupe,Gray,3,New,Electric,Automatic
30,Audi,A8,41286,2024,Combie,Silver,3,New,Gasoline,Manual
10,Mercedes-Benz,B-Class,58176,2024,Coupe,Black,5,New,Diesel,Automatic
27,Audi,A3,51918,2024,Hatchback,Black,3,Used,Diesel,Manual
10,Audi,A8,57285,2024,SUV,Black,5,New,Gasoline,Automatic
9,Audi,Q3,40697,2024,Combie,Gray,3,New,Gasoline,Automatic
16,BMW,5 series,24212,2024,Truck,White,5,Used,Hybrid,Manual
44,Mercedes-Benz,CLA,38598,2024,SUV,Silver,3,New,Gasoline,Automatic
15,Mercedes-Benz,G-Class,52067,2024,Truck,Blue,5,Used,Gasoline,Manual
35,Mercedes-Benz,B-Class,46278,2024,Combie,Black,5,Used,Diesel,Automatic
35,Mercedes-Benz,GLC,50733,2024,Truck,White,5,Used,Gasoline,Automatic
16,BMW,5 series,24139,2024,Combie,Red,5,New,Gasoline,Automatic
32,BMW,5 series,58983,2024,Hatchback,Black,3,Used,Diesel,Automatic
43,BMW,5 series,17007,2024,Hatchback,Gray,5,Used,Gasoline,Automatic
40,Mercedes-Benz,CLA,56173,2024,Sedan,Blue,3,Used,Diesel,Automatic
2,Mercedes-Benz,S-Class,43002,2024,Sedan,Black,5,New,Gasoline,Automatic
21,Audi,Q7,28397,2024,Truck,Blue,3,New,Diesel,Automatic
27,BMW,7 series,43307,2024,Combie,White,5,Used,Diesel,Manual
7,Mercedes-Benz,Vito,18122,2024,Truck,Blue,5,New,Diesel,Manual
44,Audi,A3,32809,2024,Coupe,Silver,3,Used,Gasoline,Manual
2,Audi,A3,42148,2024,Coupe,Black,3,New,Gasoline,Manual
33,Audi,A3,26657,2024,SUV,Silver,5,New,Gasoline,Automatic
42,BMW,X3,30674,2024,Sedan,Black,3,New,Gasoline,Manual
4,Mercedes-Benz,G-Class,33790,2024,Truck,Blue,5,New,Gasoline,Automatic
11,BMW,X1,50256,2024,Coupe,Blue,5,Used,Hybrid,Manual
46,BMW,X1,17703,2024,Hatchback,Silver,3,Used,Gasoline,Automatic
28,Mercedes-Benz,GLC,30256,2024,Truck,Gray,3,Used,Diesel,Automatic
26,Audi,A8,57518,2024,Truck,White,3,Used,Electric,Automatic
32,Audi,A5,31951,2024,Combie,Blue,5,New,Gasoline,Automatic
46,Mercedes-Benz,G-Class,56197,2024,SUV,Silver,5,Used,Gasoline,Automatic
12,Audi,A4,37453,2024,Hatchback,Red,5,Used,Diesel,Automatic
27,Mercedes-Benz,S-Class,17492,2024,Sedan,Silver,5,Used,Gasoline,Automatic
16,BMW,Ix1,46216,2024,Truck,Red,3,New,Diesel,Manual
17,Audi,Q3,46881,2024,Coupe,Silver,3,Used,Gasoline,Manual
48,Audi,A1,58147,2024,Sedan,Blue,3,Used,Gasoline,Automatic
14,BMW,5 series,45148,2024,Sedan,Silver,3,Used,Hybrid,Automatic
22,Mercedes-Benz,C-Class,44507,2024,Truck,Blue,3,New,Electric,Automatic
11,Mercedes-Benz,CLA,26278,2024,SUV,Blue,5,Used,Diesel,Automatic
50,BMW,X5,43769,2024,Sedan,Blue,3,New,Diesel,Automatic
43,Mercedes-Benz,C-Class,31858,2024,Combie,Black,3,Used,Hybrid,Automatic
11,Audi,Q7,38555,2024,Combie,Red,5,Used,Gasoline,Manual
41,Audi,Q3,55311,2024,Combie,Gray,3,New,Diesel,Manual
47,Mercedes-Benz,C-Class,57379,2024,Truck,Blue,5,Used,Diesel,Manual
43,BMW,1 Series,21104,2024,Coupe,Gray,3,Used,Gasoline,Automatic
34,Audi,Q5,15128,2024,Combie,White,3,New,Hybrid,Manual
45,Mercedes-Benz,A-Class,26905,2024,SUV,Gray,5,New,Diesel,Automatic
21,Audi,A4,47615,2024,Truck,Red,5,Used,Gasoline,Manual
1,BMW,X5,28777,2024,SUV,Blue,3,Used,Gasoline,Manual
4,Mercedes-Benz,S-Class,47860,2024,Coupe,Red,3,Used,Electric,Manual
39,Audi,A7,33690,2024,Hatchback,Red,5,New,Diesel,Manual
13,Mercedes-Benz,E-Class,36066,2024,Sedan,Red,5,New,Diesel,Manual
42,BMW,Ix1,28870,2024,Hatchback,Silver,3,Used,Gasoline,Manual
13,Audi,A8,19666,2024,SUV,Red,5,New,Electric,Manual
50,BMW,X5,39408,2024,SUV,White,5,Used,Diesel,Manual
8,Audi,Q5,38498,2024,Truck,Blue,3,Used,Diesel,Manual
30,BMW,1 Series,42873,2024,Hatchback,Black,3,Used,Diesel,Manual
30,Audi,A1,49449,2024,Combie,Black,3,Used,Gasoline,Automatic
37,Audi,A8,39526,2024,SUV,Silver,5,Used,Diesel,Manual
25,BMW,X3,50033,2024,Hatchback,White,5,Used,Electric,Manual
7,BMW,Ix1,32557,2024,SUV,Gray,3,New,Diesel,Automatic
28,Mercedes-Benz,CLA,30931,2024,Combie,Red,5,New,Diesel,Manual
14,BMW,6 series,51163,2024,Coupe,Gray,5,New,Electric,Manual
43,Audi,Q3,44163,2024,Truck,Silver,5,New,Diesel,Manual
1,Audi,A3,52037,2024,Combie,Red,3,Used,Gasoline,Automatic
46,BMW,X3,26486,2024,Sedan,Gray,3,New,Gasoline,Manual
8,Audi,A1,44219,2024,Truck,Silver,3,New,Electric,Automatic
10,Mercedes-Benz,GLC,26152,2024,Hatchback,Red,3,Used,Gasoline,Automatic
36,Audi,A3,58248,2024,Hatchback,Black,3,New,Diesel,Manual
38,BMW,6 series,55299,2024,Hatchback,Blue,3,New,Gasoline,Automatic
4,Mercedes-Benz,E-Class,29843,2024,Truck,Silver,3,New,Diesel,Automatic
19,BMW,X3,53957,2024,Hatchback,White,5,Used,Diesel,Automatic
25,BMW,X6,55772,2024,Sedan,Blue,5,Used,Diesel,Automatic
15,BMW,X6,40632,2024,Hatchback,Black,5,Used,Hybrid,Automatic
22,Mercedes-Benz,B-Class,25716,2024,Truck,White,3,New,Gasoline,Automatic
25,BMW,X3,15891,2024,SUV,White,3,New,Gasoline,Automatic
41,Audi,A7,29771,2024,Hatchback,Red,5,New,Diesel,Automatic
28,Audi,A3,36580,2024,Coupe,Silver,5,Used,Gasoline,Manual
11,Mercedes-Benz,GLC,38521,2024,Hatchback,Blue,3,New,Gasoline,Automatic
37,Mercedes-Benz,G-Class,29461,2024,Coupe,Black,5,New,Gasoline,Automatic
40,BMW,X6,21046,2024,Hatchback,Gray,3,Used,Gasoline,Manual
33,Audi,A5,40036,2024,SUV,Black,3,New,Gasoline,Manual
49,Mercedes-Benz,CLA,37971,2024,Combie,Silver,5,New,Gasoline,Manual
13,Mercedes-Benz,R-Class,58902,2024,Coupe,Red,5,Used,Diesel,Manual
3,Audi,Q7,37741,2024,Hatchback,Gray,5,Used,Gasoline,Automatic
50,BMW,Ix1,40738,2024,Combie,Blue,3,New,Gasoline,Manual
38,BMW,5 series,46491,2024,Coupe,Blue,5,Used,Gasoline,Automatic
39,Mercedes-Benz,G-Class,30944,2024,Coupe,Silver,5,Used,Gasoline,Manual
30,Audi,A8,16271,2024,Hatchback,Silver,3,Used,Diesel,Manual
15,Mercedes-Benz,CLA,54180,2024,Truck,Black,3,New,Diesel,Automatic
36,Audi,A6,47316,2024,Coupe,Silver,3,New,Diesel,Automatic
37,Audi,Q7,59853,2024,SUV,Black,5,New,Gasoline,Automatic
36,Audi,A3,38851,2024,Combie,Blue,5,Used,Gasoline,Manual
4,Audi,Q5,41451,2024,Coupe,Black,5,Used,Gasoline,Automatic
43,Audi,A5,19441,2024,Sedan,Black,3,Used,Diesel,Automatic
9,BMW,1 Series,48063,2024,Coupe,White,5,Used,Diesel,Automatic
25,Mercedes-Benz,Vito,29161,2024,Hatchback,Blue,5,New,Gasoline,Manual
24,Mercedes-Benz,A-Class,49911,2024,Truck,Silver,5,Used,Gasoline,Automatic
44,Mercedes-Benz,Vito,16902,2024,Sedan,Silver,5,Used,Gasoline,Automatic
47,Audi,A3,38895,2024,Combie,Blue,5,New,Gasoline,Automatic
31,Audi,A3,50609,2024,Combie,Silver,3,New,Gasoline,Automatic
9,Mercedes-Benz,S-Class,44096,2024,Sedan,White,5,New,Gasoline,Manual
48,BMW,7 series,56335,2024,Combie,Blue,5,New,Electric,Manual
36,BMW,3 Series,16836,2024,Sedan,Silver,5,Used,Diesel,Automatic
12,BMW,X1,18519,2024,SUV,White,3,Used,Gasoline,Manual
10,BMW,X6,41353,2024,Combie,Black,5,New,Electric,Manual
38,Audi,Q5,43301,2024,Combie,Red,3,Used,Electric,Manual
4,BMW,3 Series,35416,2024,SUV,Silver,3,New,Gasoline,Automatic
4,Mercedes-Benz,S-Class,15549,2024,Truck,Silver,5,Used,Gasoline,Manual
20,Audi,A6,18547,2024,Combie,Gray,5,Used,Gasoline,Automatic
28,Audi,Q7,25050,2024,Combie,Gray,5,Used,Gasoline,Manual
13,Mercedes-Benz,CLA,33236,2024,Combie,Black,3,New,Gasoline,Manual
8,Audi,A4,40253,2024,Combie,Gray,3,New,Gasoline,Automatic
39,BMW,X3,53186,2024,Hatchback,Blue,3,New,Diesel,Manual
32,Mercedes-Benz,C-Class,41097,2024,Truck,Silver,3,Used,Gasoline,Manual
43,Audi,A1,58702,2024,Sedan,White,3,New,Gasoline,Manual
27,Mercedes-Benz,R-Class,51734,2024,Hatchback,Black,3,Used,Diesel,Manual
27,BMW,X3,32677,2024,Coupe,Black,3,Used,Gasoline,Manual
15,BMW,7 series,46478,2024,SUV,Silver,5,New,Hybrid,Manual
27,Mercedes-Benz,A-Class,48317,2024,Sedan,Red,3,New,Diesel,Automatic
30,BMW,X6,49366,2024,Hatchback,Gray,3,Used,Electric,Manual
22,Mercedes-Benz,G-Class,30398,2024,Coupe,Red,5,New,Gasoline,Automatic
46,Audi,A5,20154,2024,Truck,Black,5,New,Diesel,Automatic
23,Audi,Q7,57308,2024,Combie,White,5,Used,Diesel,Automatic
3,Mercedes-Benz,A-Class,30782,2024,Combie,Black,5,New,Diesel,Manual
7,Audi,A3,55919,2024,Truck,Red,3,New,Electric,Automatic
10,Audi,A8,35826,2024,Sedan,Silver,5,Used,Electric,Manual
17,BMW,X3,49844,2024,SUV,Silver,5,Used,Gasoline,Manual
37,Mercedes-Benz,C-Class,36222,2024,Sedan,White,5,New,Diesel,Manual
33,Mercedes-Benz,G-Class,25848,2024,Sedan,Gray,5,Used,Diesel,Automatic
10,Mercedes-Benz,CLA,16544,2024,SUV,Gray,3,New,Hybrid,Manual
27,BMW,X6,20822,2024,Combie,Black,5,Used,Diesel,Automatic
31,Audi,A7,28319,2024,Hatchback,Black,5,New,Diesel,Manual
31,BMW,3 Series,58560,2024,Combie,Gray,5,New,Gasoline,Manual
31,Audi,Q3,31873,2024,Truck,Blue,3,New,Gasoline,Automatic
3,Mercedes-Benz,C-Class,34982,2024,Hatchback,Blue,5,Used,Diesel,Manual
41,BMW,X5,55429,2024,Sedan,Silver,5,Used,Gasoline,Manual
17,BMW,X3,57098,2024,SUV,Black,3,Used,Diesel,Automatic
31,Mercedes-Benz,GLC,36328,2024,Combie,Black,3,New,Gasoline,Manual
18,Mercedes-Benz,S-Class,34626,2024,Hatchback,Silver,5,Used,Gasoline,Manual
24,Mercedes-Benz,Vito,27084,2024,Coupe,Red,3,New,Electric,Manual
21,BMW,6 series,28547,2024,SUV,White,5,New,Gasoline,Automatic
13,BMW,X3,26615,2024,Combie,Gray,5,Used,Gasoline,Manual
26,Audi,A7,24966,2024,Sedan,Blue,5,Used,Diesel,Automatic
31,Audi,A7,56261,2024,Coupe,White,5,New,Diesel,Automatic
11,Mercedes-Benz,R-Class,35116,2024,Sedan,Gray,5,Used,Gasoline,Manual
50,BMW,1 Series,25926,2024,Hatchback,Gray,5,Used,Electric,Automatic
28,Audi,A5,30130,2024,Hatchback,Gray,5,Used,Diesel,Manual
35,BMW,X5,32790,2024,Coupe,Gray,3,New,Gasoline,Manual
13,Mercedes-Benz,A-Class,25780,2024,Truck,Red,3,New,Gasoline,Automatic
43,Mercedes-Benz,A-Class,46193,2024,Combie,Gray,3,Used,Gasoline,Automatic
33,BMW,Ix1,49383,2024,Truck,Black,3,New,Gasoline,Automatic
1,Audi,A3,35138,2024,Truck,Blue,5,Used,Hybrid,Automatic
46,BMW,5 series,29557,2024,Truck,White,5,New,Electric,Automatic
26,Mercedes-Benz,Vito,28229,2024,Coupe,White,5,New,Gasoline,Automatic
33,BMW,5 series,24091,2024,Sedan,Silver,5,New,Gasoline,Automatic
42,Audi,Q7,35094,2024,Coupe,Red,5,Used,Gasoline,Manual
30,Audi,A7,53669,2024,Sedan,Red,3,Used,Diesel,Automatic
43,Audi,A1,50437,2024,Hatchback,Silver,5,New,Diesel,Automatic
5,Mercedes-Benz,A-Class,41439,2024,Coupe,Gray,5,New,Gasoline,Manual
13,BMW,X5,42936,2024,Hatchback,Blue,3,New,Gasoline,Manual
19,Mercedes-Benz,G-Class,27195,2024,Sedan,Black,3,Used,Gasoline,Automatic
18,Mercedes-Benz,E-Class,50724,2024,SUV,Black,5,Used,Gasoline,Automatic
6,BMW,3 Series,40606,2024,Combie,White,3,New,Gasoline,Automatic
35,Mercedes-Benz,GLC,34728,2024,Sedan,White,3,Used,Electric,Automatic
3,BMW,5 series,36909,2024,Truck,Black,5,New,Diesel,Automatic
30,Mercedes-Benz,GLC,17866,2024,Truck,Black,5,New,Diesel,Automatic
21,BMW,5 series,41586,2024,Sedan,Gray,3,New,Diesel,Manual
22,BMW,X5,27516,2024,Sedan,Black,5,Used,Diesel,Manual
23,Audi,Q5,16334,2024,Coupe,Blue,5,New,Diesel,Automatic
29,BMW,X1,47937,2024,SUV,White,5,Used,Diesel,Automatic
37,Mercedes-Benz,S-Class,49534,2024,Coupe,Silver,3,New,Diesel,Manual
13,Audi,Q3,15595,2024,Sedan,Red,3,Used,Hybrid,Manual
36,BMW,X1,42807,2024,Sedan,Black,3,Used,Diesel,Manual
47,Audi,A5,22862,2024,Combie,White,5,New,Gasoline,Automatic
25,BMW,X5,41133,2024,Hatchback,Blue,5,New,Electric,Manual
44,Mercedes-Benz,E-Class,46919,2024,Hatchback,White,5,New,Diesel,Automatic
35,Audi,A6,47846,2024,Truck,Blue,5,Used,Gasoline,Manual
26,Mercedes-Benz,B-Class,52769,2024,Hatchback,Silver,3,New,Electric,Automatic
18,Mercedes-Benz,B-Class,23656,2024,Combie,Blue,5,New,Diesel,Automatic
5,Mercedes-Benz,CLA,40372,2024,Hatchback,Gray,3,New,Diesel,Manual
